Wydział,Prowadzący,Nazwa przedmiotu,Typ zajęć,Kierunek,Studia
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dariusz Jędrzejczyk,Metaloznawstwo II,wyk,MiBM,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dariusz Jędrzejczyk,Metaloznawstwo II,lab,MiBM,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dariusz Jędrzejczyk,Przemysł 4.0,proj,Mt,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dariusz Jędrzejczyk,Nauka o materiałach I,lab,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dariusz Jędrzejczyk,Nauka o materiałach I,ćw,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dariusz Jędrzejczyk,Przemysł 4.0,wyk,Mt,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Ryszard Klecki,Mechanika płynów,lab,MiBM,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Ryszard Klecki,Podstawy konstrukcji maszyn II,lab,MiBM,S
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Kopeć,Wytrzymałość materiałów I,ćw,EP,S
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Kopeć,Urządzenia pneumatyczne i hydrauliczne,ćw,MiBM,S
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Kopeć,Mechanika płynów,wyk,MiBM,S
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Kopeć,Wytrzymałość materiałów I,ćw,MiBM,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Kopeć,Mechanika płynów,ćw,MiBM,S
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Kopeć,Sieci neuronowe w automatyce,wyk,AiR,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Kopeć,Mechatronika,wyk,AiR,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Kopeć,Mechanika płynów,wyk,AiR,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Kopeć,Fundamentals of Machine Component Design and Processing,wyk,Erasmus,WBMiI
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Kopeć,Podstawy robotyki II,wyk,AiR,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Kopeć,Podstawy robotyki II,wyk,AiR,S
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Kopeć,Sieci neuronowe w automatyce,ćw,AiR,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Kopeć,Urządzenia pneumatyczne i hydrauliczne,wyk,MiBM,S
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Kopeć,Mechanika płynów I,wyk,MiBM,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Kopeć,Wytrzymałość materiałów I,ćw,EP,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Jacek Kłosiński,Sterowanie procesami ciągłymi,wyk,AiR,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Jacek Kłosiński,Seminarium dyplomowe I,sem,AiR,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Jacek Kłosiński,Seminarium dyplomowe II,sem,AiR,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Jacek Kłosiński,Wybrane zagadnienia teorii sterowania,wyk,Mt,S
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Marszałek,Podstawy CAD i modelowanie 3D,lab,EP,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Marszałek,Podstawy sterowania optymalnego,wyk,AiR,S
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Marszałek,Algorytmy optymalizacji,wyk,AiR,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Marszałek,Wspomaganie decyzji w praktyce inżynierskiej,lab,Mt,S
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Marszałek,Operational Research,wyk,Erasmus,WBMiI
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Marszałek,Badania operacyjne i optymalizacja,wyk,Inf,NZ
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Marszałek,Badania operacyjne i optymalizacja,lab,Inf,NZ
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Marszałek,Algorytmy optymalizacji,lab,AiR,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Marszałek,Podstawy sterowania optymalnego,lab,AiR,S
Wydział Budowy Maszyn i Informatyki,dr inż. Jerzy Marszałek,Wspomaganie decyzji w praktyce inżynierskiej,wyk,Mt,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Marcin Pawlik,Układy przełączające,lab,AiR,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Marcin Pawlik,Systemy czasu rzeczywistego,lab,AiR,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Marcin Pawlik,Robotyzacja stanowisk mechatronicznych,lab,Mt,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Marcin Pawlik,Symulacja procesów zrobotyzowanych,lab,Mt,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Marcin Pawlik,Komputerowe wspomaganie syntezy układów automatyki,lab,AiR,NW
Wydział Budowy Maszyn i Informatyki,mgr inż. Marcin Pawlik,Podstawy teorii sygnałów i systemów,lab,AiR,NW
Wydział Budowy Maszyn i Informatyki,mgr inż. Marcin Pawlik,Podstawy automatyki i robotyki,lab,MiBM,NW
Wydział Budowy Maszyn i Informatyki,mgr inż. Marcin Pawlik,Robotyzacja stanowisk mechatronicznych,proj,Mt,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dorota Pawlus,Wytrzymałość materiałów I,wyk,EP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dorota Pawlus,Wytrzymałość materiałów I,wyk,EP,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dorota Pawlus,Wytrzymałość kompozytów i teoria sprężystości,wyk,MiBM,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dorota Pawlus,Wytrzymałość materiałów I,wyk,MiBM,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dorota Pawlus,Wytrzymałość materiałów I,ćw,MiBM,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dorota Pawlus,Wytrzymałość materiałów I,wyk,MiBM,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dorota Pawlus,Wytrzymałość materiałów I,ćw,AiR,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dorota Pawlus,Wytrzymałość materiałów I,wyk,AiR,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dorota Pawlus,Wytrzymałość materiałów I,wyk,AiR,S
Wydział Budowy Maszyn i Informatyki,dr inż. Marek Praszkiewicz,Podstawy konstrukcji maszyn I,proj,MiBM,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Marek Praszkiewicz,Grafika inżynierska II (Rysunek techniczny),proj,MiBM,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Marek Praszkiewicz,Podstawy konstrukcji maszyn II,proj,MiBM,S
Wydział Budowy Maszyn i Informatyki,dr inż. Marek Praszkiewicz,Grafika inżynierska II (Rysunek techniczny),proj,MiBM,S
Wydział Budowy Maszyn i Informatyki,dr inż. Marek Praszkiewicz,Podstawy konstrukcji maszyn II,wyk,MiBM,S
Wydział Budowy Maszyn i Informatyki,dr inż. Marek Praszkiewicz,Podstawy konstrukcji maszyn I,wyk,MiBM,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Marek Praszkiewicz,Podstawy konstrukcji maszyn II,proj,EP,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Marek Praszkiewicz,Podstawy konstrukcji maszyn II,proj,EP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Izabella Rajzer,Materiały i tworzywa sztuczne w budowie pojazdów,wyk,EP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Izabella Rajzer,Metaloznawstwo II,wyk,MiBM,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Izabella Rajzer,Tworzywa sztuczne i materiały ceramiczne,wyk,MiBM,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Izabella Rajzer,Nauka o materiałach I,lab,ZiIP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Izabella Rajzer,Nauka o materiałach I,ćw,ZiIP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Izabella Rajzer,Nauka o materiałach I,wyk,ZiIP,S
Wydział Budowy Maszyn i Informatyki,dr inż. Jacek Rysiński,Grafika inżynierska II (Rysunek techniczny),wyk,MiBM,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Jacek Rysiński,Grafika inżynierska II (Rysunek techniczny),wyk,MiBM,S
Wydział Budowy Maszyn i Informatyki,dr inż. Jacek Rysiński,Podstawy konstrukcji maszyn,wyk,AiR,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Jacek Rysiński,Praca przejściowa,proj,Mt,S
Wydział Budowy Maszyn i Informatyki,dr inż. Marcin Sidzina,Systemy czasu rzeczywistego,lab,AiR,S
Wydział Budowy Maszyn i Informatyki,dr inż. Marcin Sidzina,Systemy czasu rzeczywistego,wyk,AiR,S
Wydział Budowy Maszyn i Informatyki,dr inż. Marcin Sidzina,Technologie cyfrowych bliźniaków,proj,MiBM,S
Wydział Budowy Maszyn i Informatyki,dr inż. Marcin Sidzina,Systemy SCADA w zarządzaniu produkcją,wyk,MiBM,S
Wydział Budowy Maszyn i Informatyki,dr inż. Marcin Sidzina,Praca przejściowa,proj,Mt,S
Wydział Budowy Maszyn i Informatyki,dr inż. Marcin Sidzina,Systemy wizualizacji SCADA,wyk,Mt,S
Wydział Budowy Maszyn i Informatyki,dr inż. Marcin Sidzina,Symulacja procesów zrobotyzowanych,lab,Mt,S
Wydział Budowy Maszyn i Informatyki,dr inż. Marcin Sidzina,Projektowanie elementów automatyki,proj,AiR,S
Wydział Budowy Maszyn i Informatyki,dr inż. Marcin Sidzina,Języki wysokiego poziomu w mechatronice,proj,Mt,S
Wydział Budowy Maszyn i Informatyki,dr inż. Marcin Sidzina,Języki wysokiego poziomu w mechatronice,lab,Mt,S
Wydział Budowy Maszyn i Informatyki,dr inż. Marcin Sidzina,Robotyzacja stanowisk mechatronicznych,proj,Mt,S
Wydział Budowy Maszyn i Informatyki,dr inż. Wojciech Skotnicki,Podstawy systemów operacyjnych,lab,AiR,S
Wydział Budowy Maszyn i Informatyki,dr inż. Wojciech Skotnicki,Podstawy systemów operacyjnych,wyk,AiR,S
Wydział Budowy Maszyn i Informatyki,dr inż. Wojciech Skotnicki,Podstawy systemów operacyjnych,lab,AiR,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Wojciech Skotnicki,Materiałoznawstwo,lab,AiR,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Wojciech Skotnicki,Materiałoznawstwo,wyk,AiR,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Wojciech Skotnicki,Podstawy systemów operacyjnych,wyk,AiR,NW
Wydział Budowy Maszyn i Informatyki,mgr inż. Mateusz Śliwka,Wytrzymałość materiałów I,ćw,AiR,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Mateusz Śliwka,Mechanika płynów II,lab,EP,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Mateusz Śliwka,Wytrzymałość materiałów III,lab,EP,NW
Wydział Budowy Maszyn i Informatyki,mgr inż. Mateusz Śliwka,Mechanika płynów II,lab,EP,NW
Wydział Budowy Maszyn i Informatyki,mgr inż. Mateusz Śliwka,Wytrzymałość materiałów II,lab,MiBM,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Mateusz Śliwka,Mechanika płynów I,ćw,MiBM,NW
Wydział Budowy Maszyn i Informatyki,mgr inż. Mateusz Śliwka,Mechanika płynów,lab,MiBM,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Mateusz Śliwka,Wytrzymałość materiałów III,lab,EP,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Mateusz Śliwka,Mechanika płynów,lab,AiR,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Arkadiusz Trąbka,Napędy i programowanie robotów,wyk,AiR,S
Wydział Budowy Maszyn i Informatyki,dr inż. Arkadiusz Trąbka,Języki programowania robotów,lab,AiR,S
Wydział Budowy Maszyn i Informatyki,dr inż. Arkadiusz Trąbka,Drgania mechaniczne,lab,Trans,S
Wydział Budowy Maszyn i Informatyki,dr inż. Arkadiusz Trąbka,Identyfikacja procesów automatyki,wyk,AiR,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Arkadiusz Trąbka,Identyfikacja procesów automatyki,ćw,AiR,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Arkadiusz Trąbka,Drgania mechaniczne,lab,MiBM,S
Wydział Budowy Maszyn i Informatyki,dr inż. Arkadiusz Trąbka,Teoria maszyn i mechanizmów,wyk,MiBM,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Arkadiusz Trąbka,Elementy sterowania i robotyki,lab,MiBM,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Arkadiusz Trąbka,Elementy sterowania i robotyki,wyk,MiBM,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Urbaś,Dynamika robotów,wyk,AiR,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Urbaś,Dynamika maszyn,wyk,MiBM,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Urbaś,Metoda elementów skończonych,lab,MiBM,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Urbaś,Modelowanie komputerowe układów mechatronicznych,lab,MiBM,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Urbaś,Metoda elementów skończonych,wyk,MiBM,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Urbaś,Mechanika budowli 2,wyk,Bud,NZ
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Urbaś,Mechanika budowli 2,wyk,Bud,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Urbaś,Mechanika budowli 2,proj,Bud,NZ
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Urbaś,Mechanika budowli 2,proj,Bud,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Urbaś,Fundamentals of Robotics,lab,Erasmus,WBMiI
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Urbaś,Modelowanie komputerowe układów mechatronicznych,lab,Mt,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Urbaś,Dynamika robotów,ćw,AiR,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Urbaś,Zastosowanie technik komputerowych w mechanice,lab,AiR,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Urbaś,Dynamika maszyn,lab,MiBM,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Urbaś,Modelowanie komputerowe układów mechatronicznych,wyk,Mt,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Ireneusz Wróbel,Podstawy CAD,proj,AiR,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Ireneusz Wróbel,Seminarium dyplomowe II,sem,MiBM,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Ireneusz Wróbel,Seminarium dyplomowe II,sem,MiBM,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Ireneusz Wróbel,Komputerowe wspomaganie konstruowania,proj,MiBM,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Ireneusz Wróbel,Praca przejściowa,proj,MiBM,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Ireneusz Wróbel,Zaawansowane systemy CAD,lab,MiBM,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Ireneusz Wróbel,Laboratorium komputerowego wspomagania konstruowania,lab,MiBM,NW
Wydział Budowy Maszyn i Informatyki,mgr inż. Michał Brzozowski,Badania i diagnostyka pojazdów,lab,EP,NW
Wydział Budowy Maszyn i Informatyki,mgr inż. Michał Brzozowski,Badania i diagnostyka pojazdów,lab,EP,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Kacper Cieślar,Badania i diagnostyka silników,lab,EP,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Kacper Cieślar,Budowa i eksploatacja silników I,ćw,EP,NW
Wydział Budowy Maszyn i Informatyki,mgr inż. Kacper Cieślar,Budowa i eksploatacja silników I,ćw,EP,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Kacper Cieślar,Budowa i eksploatacja pojazdów I,ćw,EP,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Kacper Cieślar,Statystyka medyczna,lab,Piel,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Kacper Cieślar,Eksploatacja i technologia napraw maszyn,lab,MiBM,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Kacper Cieślar,Systemy pomiarowe,lab,MiBM,NW
Wydział Budowy Maszyn i Informatyki,mgr inż. Kacper Cieślar,Budowa i eksploatacja pojazdów I,ćw,EP,NW
Wydział Budowy Maszyn i Informatyki,mgr inż. Kacper Cieślar,Eksploatacja i technologia napraw maszyn,lab,EP,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Kacper Cieślar,Statystyka medyczna,lab,Piel,NZ
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Harlecki,Podstawy mechaniki II,wyk,AiR,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Harlecki,Podstawy mechaniki II,wyk,AiR,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Harlecki,Mechanika techniczna II,wyk,EP,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Harlecki,Mechanika techniczna II,wyk,EP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Harlecki,Podstawy dynamiki maszyn,wyk,EP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Harlecki,Mechanika techniczna II,ćw,MiBM,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Harlecki,Mechanika techniczna II,wyk,MiBM,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Harlecki,Mechanika analityczna,wyk,MiBM,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Harlecki,Tsip,wyk,Bud,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Harlecki,Mechanika techniczna II,wyk,MiBM,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Harlecki,Mechanika analityczna,ćw,MiBM,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Harlecki,Tsip,ćw,Bud,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Tomasz Knefel,Ochrona własności intelektualnych,wyk,EP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Tomasz Knefel,Badania i diagnostyka silników,lab,EP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Tomasz Knefel,Eksploatacja i technologia napraw maszyn,wyk,EP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Tomasz Knefel,Badania i diagnostyka silników,lab,EP,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Tomasz Knefel,Wybrane zagadnienia z ochrony własności intelektualnych,wyk,Mt,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Tomasz Knefel,Wybrane zagadnienia z ochrony własności intelektualnych,wyk,ZiIP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Tomasz Knefel,Ochrona własności intelektualnych,wyk,EP,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Tomasz Knefel,Zasilanie i osprzęt silników,wyk,EP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Tomasz Knefel,Zasilanie i osprzęt silników,lab,EP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Tomasz Knefel,Wybrane zagadnienia z ochrony własności intelektualnych,wyk,Inf,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Tomasz Knefel,Technologie proekologiczne,wyk,MiBM,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Tomasz Knefel,Eksploatacja i technologia napraw maszyn,wyk,MiBM,S
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Kubas,Podstawy programowania,wyk,AiR,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Kubas,Podstawy programowania,wyk,AiR,S
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Kubas,Podstawy programowania,lab,AiR,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Kubas,Podstawy programowania,lab,AiR,S
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Kubas,Podstawy mechaniki II,ćw,AiR,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Kubas,Podstawy mechaniki II,ćw,AiR,S
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Kubas,Podstawy dynamiki maszyn,lab,EP,S
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Kubas,Mechanika techniczna II,ćw,EP,S
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Kubas,Mechanika techniczna II,ćw,MiBM,S
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Kubas,Metody numeryczne,wyk,MiBM,S
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Kubas,Mechanika techniczna II,ćw,EP,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Kubas,Metody numeryczne,lab,MiBM,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Jacek Nowakowski,Budowa i eksploatacja silników I,wyk,EP,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Jacek Nowakowski,Budowa i eksploatacja silników I,wyk,EP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Jacek Nowakowski,Systemy pomiarowe,wyk,MiBM,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Jacek Nowakowski,Seminarium dyplomowe I,sem,EP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Krzysztof Parczewski,Budowa i eksploatacja pojazdów I,wyk,EP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Krzysztof Parczewski,Podstawy rekonstrukcji wypadków drogowych,wyk,EP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Krzysztof Parczewski,Eksploatacja i technologia napraw maszyn,wyk,EP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Krzysztof Parczewski,Systemy pomiarowe,wyk,MiBM,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Krzysztof Parczewski,Ochrona własności intelektualnej,wyk,MiBM,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Krzysztof Parczewski,Ochrona własności intelektualnej,wyk,AiR,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Krzysztof Parczewski,Podstawy rekonstrukcji wypadków drogowych,lab,EP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Krzysztof Parczewski,Budowa i eksploatacja pojazdów I,wyk,EP,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Krzysztof Parczewski,Procesy montażu w przemyśle motoryzacyjnym,wyk,MiBM,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Krzysztof Parczewski,Eksploatacja i technologia napraw maszyn,wyk,MiBM,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dariusz Pietras,Badania i diagnostyka silników,lab,EP,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dariusz Pietras,Ekologia i recykling pojazdów,wyk,EP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dariusz Pietras,Badania i diagnostyka silników,lab,EP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dariusz Pietras,Badania i diagnostyka silników,wyk,EP,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dariusz Pietras,Badania i diagnostyka silników,wyk,EP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dariusz Pietras,Ekologia i recykling pojazdów,wyk,EP,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dariusz Pietras,Bezpieczeństwo i higiena pracy z ergonomią,wyk,PPiW,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dariusz Pietras,Zarządzanie środowiskiem i ekologia,wyk,MiBM,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dariusz Pietras,Bezpieczeństwo i higiena pracy z ergonomią,wyk,PPiW,NZ
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Sikora,Podstawy architektury komputerów,wyk,AiR,S
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Sikora,Podstawy architektury komputerów,lab,AiR,S
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Sikora,Statystyka medyczna,lab,Piel,S
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Sikora,Transport masy i energii,lab,MiBM,S
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Sikora,Podstawy termodynamiki technicznej,lab,Inż śr,NZ
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Sikora,Podstawy termodynamiki technicznej,wyk,Inż śr,NZ
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Sikora,Termodynamika techniczna,ćw,EP,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Sikora,Termodynamika techniczna,wyk,EP,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Sikora,Termodynamika techniczna,lab,EP,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Sikora,Statystyka medyczna,lab,Piel,NZ
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Sucheta,Termodynamika i termokinetyka,wyk,AiR,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Sucheta,Termodynamika i termokinetyka,ćw,AiR,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Sucheta,Termodynamika i termokinetyka,ćw,AiR,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Sucheta,Termodynamika i termokinetyka,wyk,AiR,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Sucheta,Termodynamika I,ćw,MiBM,S
